,date,sentiment,volume,delta
1,2014-01-02 00:00:00+00:00,-0.025032151788626722,7664.166666666667,-0.08125218843904491
2,2014-01-03 00:00:00+00:00,-0.047446235897435914,7312.5,-0.3785371441338832
5,2014-01-06 00:00:00+00:00,0.0535193442491693,19775.041666666668,0.20647438598939516
6,2014-01-07 00:00:00+00:00,0.33336803581811836,39412.083333333336,-0.1363749690050824
7,2014-01-08 00:00:00+00:00,0.3073137217974312,8849.666666666666,0.14816602846482496
8,2014-01-09 00:00:00+00:00,-0.3669701246334311,1818.6666666666667,-0.3275562771411735
9,2014-01-10 00:00:00+00:00,0.41224897387277265,1336783.9583333333,-0.21953821063417678
12,2014-01-13 00:00:00+00:00,0.627584017381903,26052.0,0.18544484428716146
13,2014-01-14 00:00:00+00:00,0.014278838092742992,13359.5,0.26032437148637655
14,2014-01-15 00:00:00+00:00,0.06509625657377117,50310.416666666664,0.12235478572313241
15,2014-01-16 00:00:00+00:00,0.1593189175518462,1070.875,-0.0207112539444978
20,2014-01-21 00:00:00+00:00,-0.009015245699493645,47644.583333333336,0.2574552611509908
21,2014-01-22 00:00:00+00:00,0.03761176854303365,47778.5,0.0191167631289062
22,2014-01-23 00:00:00+00:00,0.10216075747508306,6270.833333333333,0.19882696506567044
23,2014-01-24 00:00:00+00:00,0.07465505408199477,75610.5,-0.2526769236609816
26,2014-01-27 00:00:00+00:00,0.08490244970103705,434502.0,0.013701994725764166
27,2014-01-28 00:00:00+00:00,0.008755324871634905,1250340.0,-0.07201204616341883
28,2014-01-29 00:00:00+00:00,-0.027998920267298572,355682.1666666667,-0.10196346694707259
29,2014-01-30 00:00:00+00:00,-0.035658140140661626,13436.5,-0.08794323594096198
30,2014-01-31 00:00:00+00:00,0.01482767358073747,42154.375,0.17269928358962972
33,2014-02-03 00:00:00+00:00,0.14713178314491263,1783.8333333333333,-0.03441323943206598
34,2014-02-04 00:00:00+00:00,0.009140462669893875,53710.0,0.09367963849068772
35,2014-02-05 00:00:00+00:00,0.2716608394160584,3196.6666666666665,0.1921359179033182
36,2014-02-06 00:00:00+00:00,0.07510371922765251,17893.5,0.0785322326809208
37,2014-02-07 00:00:00+00:00,0.36891602095375725,190300.0,-0.054492389031487676
40,2014-02-10 00:00:00+00:00,0.35842145995062846,615740.0,0.3311192412369621
41,2014-02-11 00:00:00+00:00,0.2200906418554477,4326.0,0.17148872145231664
42,2014-02-12 00:00:00+00:00,0.2664663145828216,6615.375,-0.0330169244689813
43,2014-02-13 00:00:00+00:00,0.01433939617591877,151016.66666666666,0.3131686366437165
44,2014-02-14 00:00:00+00:00,0.057232460510069395,27401.5,0.04872336953426881
48,2014-02-18 00:00:00+00:00,0.009884047666335648,31468.75,-0.0003201205484160141
49,2014-02-19 00:00:00+00:00,0.3208394008362886,7872.083333333333,-0.2365587185627369
50,2014-02-20 00:00:00+00:00,0.05863877300613497,3803.3333333333335,-0.058979203837356664
51,2014-02-21 00:00:00+00:00,-0.027747750193948803,1611.25,-0.24168754304146844
54,2014-02-24 00:00:00+00:00,0.03758266809218343,4559.75,0.14103785984240247
55,2014-02-25 00:00:00+00:00,0.0013334813893577328,55815.958333333336,-0.2346362922306824
56,2014-02-26 00:00:00+00:00,0.017461932714210617,10462.833333333334,-0.20065900724440056
57,2014-02-27 00:00:00+00:00,0.1264218211893144,60455.0,0.33753032309734365
58,2014-02-28 00:00:00+00:00,0.06763612575797522,15172.0,-0.09103404671976278
61,2014-03-03 00:00:00+00:00,0.15257534482758622,1160.0,0.13911547215532138
62,2014-03-04 00:00:00+00:00,0.02435639163767774,19739.333333333332,0.0076931635109041
63,2014-03-05 00:00:00+00:00,0.4764136593670561,19652.875,0.04615898267110197
64,2014-03-06 00:00:00+00:00,-0.12655789579967688,4952.0,-0.06539018311445233
65,2014-03-07 00:00:00+00:00,-0.1221283505154639,6628.333333333333,-0.020835222926734787
68,2014-03-10 00:00:00+00:00,0.02045916634176936,46702.791666666664,0.08205698621642554
69,2014-03-11 00:00:00+00:00,0.14779514194918977,45090.958333333336,0.02051338639181921
70,2014-03-12 00:00:00+00:00,0.13204081574093054,15246.875,0.06731257520767642
71,2014-03-13 00:00:00+00:00,0.0051113635056645,8694.5,-0.21764770635743602
72,2014-03-14 00:00:00+00:00,0.29901383975026014,880.9166666666666,-0.1314222887013372
75,2014-03-17 00:00:00+00:00,-0.05698514868907268,2604.7083333333335,-0.03077093393363839
76,2014-03-18 00:00:00+00:00,0.029449936359779355,5106.833333333333,0.176297404724302
77,2014-03-19 00:00:00+00:00,-0.030300968071005765,114079.95833333333,-0.032053134047796306
78,2014-03-20 00:00:00+00:00,0.37196819358816274,3379.1666666666665,-0.038143988701971665
79,2014-03-21 00:00:00+00:00,0.00984703516090584,15661.333333333334,0.030130697575870613
82,2014-03-24 00:00:00+00:00,0.013209067237852572,394034.0,0.02468179948661131
83,2014-03-25 00:00:00+00:00,-0.004932505921886189,75637.5,0.11186926786721685
84,2014-03-26 00:00:00+00:00,0.3227005718925407,22425.541666666668,-0.21604539889681718
85,2014-03-27 00:00:00+00:00,0.29377410176419966,13944.0,-0.08205869070618732
86,2014-03-28 00:00:00+00:00,-0.530277239618619,163288.125,-0.046799215242717906
89,2014-03-31 00:00:00+00:00,0.20536362258768998,14958.0,-0.07981613812206234
90,2014-04-01 00:00:00+00:00,0.00654445310470252,4490.5,0.12468950198667983
91,2014-04-02 00:00:00+00:00,0.43745881771595896,22766.666666666668,0.005448896614293375
92,2014-04-03 00:00:00+00:00,-0.21091027868637977,35030.416666666664,-0.08334087790338884
93,2014-04-04 00:00:00+00:00,0.5132911849491731,8788.0,-0.2561118468486434
96,2014-04-07 00:00:00+00:00,0.27633791395045637,7190.625,-0.14584658709182463
97,2014-04-08 00:00:00+00:00,-0.14982520347591946,31320.25,-0.056094712733862906
98,2014-04-09 00:00:00+00:00,-0.022990008789920892,5403.916666666667,0.24617611321169264
99,2014-04-10 00:00:00+00:00,-0.22466434844569597,126189.91666666667,-0.2307897632413436
100,2014-04-11 00:00:00+00:00,0.19647519132268756,49785.0,0.01955302770999623
103,2014-04-14 00:00:00+00:00,-0.2003132530120482,1646.1666666666667,-0.007052919676006297
104,2014-04-15 00:00:00+00:00,0.3277508291998597,15800.875,-0.07404540574029284
105,2014-04-16 00:00:00+00:00,0.09358849867474443,7482.833333333333,0.03077264655854961
106,2014-04-17 00:00:00+00:00,0.0025993508655126497,40303.666666666664,0.1583483897926321
110,2014-04-21 00:00:00+00:00,0.2979916031903737,181170.0,0.18687678343341219
111,2014-04-22 00:00:00+00:00,0.3411477720085658,25566.75,0.10866462398101362
112,2014-04-23 00:00:00+00:00,0.019542754719014354,3851130.8333333335,-0.13815338079829687
113,2014-04-24 00:00:00+00:00,0.32558321011209157,374924.0833333333,-0.014104130923424663
114,2014-04-25 00:00:00+00:00,0.099700882117081,8729.0,0.2375209003561345
117,2014-04-28 00:00:00+00:00,0.5149319071956724,66426.5,0.6824319610842728
118,2014-04-29 00:00:00+00:00,-0.08556475774696115,11682.0,-0.04519690639779128
119,2014-04-30 00:00:00+00:00,-0.1901842937736675,30731.708333333332,-0.08173857182426403
120,2014-05-01 00:00:00+00:00,0.06476436238678365,190536.75,-0.016666808524099963
121,2014-05-02 00:00:00+00:00,-0.035209377491741654,32189.666666666668,0.007693162395618458
124,2014-05-05 00:00:00+00:00,0.08854267420396862,7945.666666666667,0.34682398980087115
125,2014-05-06 00:00:00+00:00,0.27522500932256067,145815.625,-0.23687889032193254
126,2014-05-07 00:00:00+00:00,0.11181971465629054,5589.75,-0.09359844156524844
127,2014-05-08 00:00:00+00:00,0.034752765076352346,9659.166666666666,-0.008379948386728842
128,2014-05-09 00:00:00+00:00,0.09264538408690799,62104.0,0.032233885968569354
131,2014-05-12 00:00:00+00:00,-0.07952886172408319,3411.9583333333335,0.17212637067918024
132,2014-05-13 00:00:00+00:00,0.2740757841907152,498.125,0.056731619387882404
133,2014-05-14 00:00:00+00:00,0.20010742666944042,3605.25,0.04641507977837378
134,2014-05-15 00:00:00+00:00,-0.21301728329809727,1576.6666666666667,-0.18953177483685835
135,2014-05-16 00:00:00+00:00,0.6804415038537373,52070.666666666664,0.28623176175055676
138,2014-05-19 00:00:00+00:00,-0.058410570839553554,10550.25,0.21725211976221814
139,2014-05-20 00:00:00+00:00,0.20276698387230632,25605.541666666668,0.006446776260439435
140,2014-05-21 00:00:00+00:00,0.13763605991813097,44288.208333333336,0.07993832887111552
141,2014-05-22 00:00:00+00:00,0.16983251804495775,72735.0,0.0215954098627833
142,2014-05-23 00:00:00+00:00,0.07251542328992382,44089.166666666664,0.22176399450859208
146,2014-05-27 00:00:00+00:00,0.39594949343895663,71133.25,0.31427396249763007
147,2014-05-28 00:00:00+00:00,0.4210372416166001,228272.29166666666,-0.06478796076943993
148,2014-05-29 00:00:00+00:00,0.006540663838292585,2735199.25,0.2427155406733732
149,2014-05-30 00:00:00+00:00,0.13639393628459956,183099.375,-0.1605204352403291
152,2014-06-02 00:00:00+00:00,0.20094699299183588,553640.0,-0.1711571334751838
153,2014-06-03 00:00:00+00:00,0.0038434871807225047,747234.0,0.2926767743648391
154,2014-06-04 00:00:00+00:00,0.05214787109751912,3155781.0,0.23788005285173952
155,2014-06-05 00:00:00+00:00,0.13084893971965467,135172.58333333334,0.037067679507575946
156,2014-06-06 00:00:00+00:00,0.3840396353166986,160468.0,-0.1395688257451333
159,2014-06-09 00:00:00+00:00,0.1141708616602479,374594.6666666667,0.2256320224833459
160,2014-06-10 00:00:00+00:00,0.026978098612341305,148181.25,-0.10830413550910478
161,2014-06-11 00:00:00+00:00,-0.4285143017922365,49054.166666666664,-0.06091988963131101
162,2014-06-12 00:00:00+00:00,0.3835801636221001,5948.666666666667,-0.3948559713093793
163,2014-06-13 00:00:00+00:00,0.22444853068031514,15215.375,-0.2075810570551333
166,2014-06-16 00:00:00+00:00,-0.0379809483488569,492.0833333333333,0.15568489985363954
168,2014-06-18 00:00:00+00:00,0.0695111111111111,1654.125,-0.0203060553038803
169,2014-06-19 00:00:00+00:00,-0.1083710264853257,52387.5,-0.09702183410130871
170,2014-06-20 00:00:00+00:00,-0.004347889886854077,69655.625,-0.21209294036382786
173,2014-06-23 00:00:00+00:00,0.15683134252414507,78121.5,-0.11055918233164164
174,2014-06-24 00:00:00+00:00,0.3108588574073462,100823.33333333333,-0.10604734244808967
175,2014-06-25 00:00:00+00:00,0.11040893521965749,1007.25,0.033845146859246
176,2014-06-26 00:00:00+00:00,0.282448250298213,48588.041666666664,0.11958470439937585
177,2014-06-27 00:00:00+00:00,0.22753837579617842,942.0,0.26173396371451574
180,2014-06-30 00:00:00+00:00,-0.1668087272661005,123466.5,0.1872750369066587
181,2014-07-01 00:00:00+00:00,-0.001706250000000001,5768.0,-3.552713678800501e-15
182,2014-07-02 00:00:00+00:00,0.01809346979063848,31279.625,-0.08799634625905384
183,2014-07-03 00:00:00+00:00,0.3475654244306418,1529.5,0.08122766617396593
187,2014-07-07 00:00:00+00:00,0.0028014264711725685,116397.375,0.4129070581985097
188,2014-07-08 00:00:00+00:00,0.011448782109610135,17858.75,-0.20758099513696848
189,2014-07-09 00:00:00+00:00,-0.003499453672942046,19188.75,-0.011282289896161757
190,2014-07-10 00:00:00+00:00,0.3930567845951526,939609.0,0.2888087049712418
191,2014-07-11 00:00:00+00:00,0.38529263431531074,793007.2916666666,-0.03158834635443242
194,2014-07-14 00:00:00+00:00,0.4091475151554445,29561.708333333332,0.1331220967869129
195,2014-07-15 00:00:00+00:00,0.176100405657973,52969.5,-0.3339362067669249
196,2014-07-16 00:00:00+00:00,0.08822872978266633,126660.08333333333,-0.49413472102476064
197,2014-07-17 00:00:00+00:00,0.2072074516619596,12658.25,-0.4377266637806905
198,2014-07-18 00:00:00+00:00,0.047450264084507046,2650.6666666666665,0.18276136125290066
201,2014-07-21 00:00:00+00:00,0.48775307347466,57579.375,-0.23691261784993145
202,2014-07-22 00:00:00+00:00,0.32769635028427035,116086.66666666667,0.009025486996016241
203,2014-07-23 00:00:00+00:00,0.001775762145446182,1991189.5416666667,0.3993697044310984
204,2014-07-24 00:00:00+00:00,0.0898359151769018,42335.166666666664,-0.002256801944607645
205,2014-07-25 00:00:00+00:00,-0.11729025965171218,135055.91666666666,0.18501820708527816
208,2014-07-28 00:00:00+00:00,-0.0011164402306714882,11083.583333333334,0.2707577258153009
209,2014-07-29 00:00:00+00:00,0.07208054150550432,1680.5,-0.21435152654287037
210,2014-07-30 00:00:00+00:00,0.011901032217704098,1465.2916666666667,-0.06543348485580225
211,2014-07-31 00:00:00+00:00,0.1716745315973325,3936.25,-0.35198709801411
212,2014-08-01 00:00:00+00:00,0.09923605409086488,11135.583333333334,0.27752643074536465
215,2014-08-04 00:00:00+00:00,-0.02927142857142857,1484.0,-0.17599441305912578
218,2014-08-07 00:00:00+00:00,0.30231459102389746,857.8333333333334,-0.1020387477215614
219,2014-08-08 00:00:00+00:00,0.6570867132620697,28376.666666666668,0.10884112600359686
222,2014-08-11 00:00:00+00:00,0.032923048178299746,1873.25,0.16326337980224537
223,2014-08-12 00:00:00+00:00,0.05247658941101424,3527.25,-0.01587273566977032
224,2014-08-13 00:00:00+00:00,0.1297316394579599,21868.0,0.24716137352150014
225,2014-08-14 00:00:00+00:00,-0.1125477581898945,5403.0,0.03854782428825132
226,2014-08-15 00:00:00+00:00,0.02632675743269241,208353.16666666666,0.018140766309112877
229,2014-08-18 00:00:00+00:00,0.04688545922558738,5325.541666666667,0.1519267183502464
230,2014-08-19 00:00:00+00:00,0.16952193650864508,1288115.0,0.2539638041122707
231,2014-08-20 00:00:00+00:00,-0.013697694681713323,45443.833333333336,0.02947744111713746
232,2014-08-21 00:00:00+00:00,0.013081737317581655,2098.5416666666665,0.002268027948478135
233,2014-08-22 00:00:00+00:00,0.28519758417958313,7016.25,0.23355666335526237
236,2014-08-25 00:00:00+00:00,0.0027799995544151882,561060.4166666666,-0.05668858358120232
237,2014-08-26 00:00:00+00:00,0.35003097976142605,77718.75,-0.12017952195636639
238,2014-08-27 00:00:00+00:00,0.032757716913524734,37338.708333333336,0.2516974398665788
239,2014-08-28 00:00:00+00:00,0.17852259828900005,29412.625,0.14965867947543288
240,2014-08-29 00:00:00+00:00,0.4530956032332418,36949.5,-0.08163169149150207
244,2014-09-02 00:00:00+00:00,0.010231327113855857,152210.0,0.05442229421894851
245,2014-09-03 00:00:00+00:00,-0.14678574775903877,48937.333333333336,-0.943297108522895
246,2014-09-04 00:00:00+00:00,0.24237497116899184,142208.0,-0.16552969573660192
247,2014-09-05 00:00:00+00:00,0.2428482395458493,45667.666666666664,0.038547822700909506
250,2014-09-08 00:00:00+00:00,0.0011362951435205772,86024.25,-0.21314960944243921
251,2014-09-09 00:00:00+00:00,0.020937748493839704,4821525.041666667,-0.24716320058713848
252,2014-09-10 00:00:00+00:00,0.20237411677922998,3034957.5,0.6779949628159585
253,2014-09-11 00:00:00+00:00,0.01100567498491597,129068.625,0.231288686203996
254,2014-09-12 00:00:00+00:00,0.13004042647636282,75656.79166666667,0.1020404928718115
257,2014-09-15 00:00:00+00:00,0.018246276016127272,30590.0,-0.26757013550275843
258,2014-09-16 00:00:00+00:00,0.49585335764273775,488974.0,0.24035903172944373
259,2014-09-17 00:00:00+00:00,0.41715473006034903,29633.166666666668,0.07029501135530936
260,2014-09-18 00:00:00+00:00,-0.08134519889961138,11450.5,-0.03174546540424927
261,2014-09-19 00:00:00+00:00,0.05724969879518072,18536.666666666668,-0.301583686686417
264,2014-09-22 00:00:00+00:00,0.00736186019746805,33018.0,-0.16779946690657255
271,2014-09-29 00:00:00+00:00,0.07176167062631271,16941.75,0.3310611199742901
272,2014-09-30 00:00:00+00:00,-0.30886275798393525,809962.4166666666,-0.013604706373971709
273,2014-10-01 00:00:00+00:00,0.39878865828845,19146.875,-0.3197226758146563
274,2014-10-02 00:00:00+00:00,0.10073979919348201,13163.583333333334,0.1428563574634225
275,2014-10-03 00:00:00+00:00,0.0037274851834581692,384592.6666666667,0.040815846514743015
278,2014-10-06 00:00:00+00:00,-0.1409202485424358,24784.5,-0.07482761027855744
279,2014-10-07 00:00:00+00:00,0.0008480985147432145,634982.7916666666,-0.15419299128506836
280,2014-10-08 00:00:00+00:00,-0.033730921995630755,63225.625,0.4625791010621363
281,2014-10-09 00:00:00+00:00,0.0,64.58333333333333,-0.1179132274360093
282,2014-10-10 00:00:00+00:00,-0.34338662962668864,268658.6666666667,0.009070378864610262
285,2014-10-13 00:00:00+00:00,0.2286768331772672,37021.333333333336,-0.34466757777965995
286,2014-10-14 00:00:00+00:00,0.10733777710294566,4116.25,-0.3718769089819851
287,2014-10-15 00:00:00+00:00,-0.0035677594996606304,233521.5,-0.09750443553038224
288,2014-10-16 00:00:00+00:00,-0.055951733483758086,208003.58333333334,0.16099536158941774
289,2014-10-17 00:00:00+00:00,0.11126996752251976,7479.541666666667,0.038547820431627855
292,2014-10-20 00:00:00+00:00,-0.14054041665937833,13125049.583333334,0.326526778533637
293,2014-10-21 00:00:00+00:00,0.004734185080928932,124337.5,-0.1247138387916209
294,2014-10-22 00:00:00+00:00,0.13557885096669509,63631.75,0.034013498167912104
295,2014-10-23 00:00:00+00:00,0.013292703889762015,29693.333333333332,0.17006577305058812
296,2014-10-24 00:00:00+00:00,-0.2864327773065687,3094.875,0.009070380771525777
299,2014-10-27 00:00:00+00:00,-0.025849415745783325,8668.458333333334,0.05895661650632533
300,2014-10-28 00:00:00+00:00,0.1282289801044143,253222.0,0.30384996718852264
301,2014-10-29 00:00:00+00:00,0.16290799362707395,72808.0,0.15645931429620674
302,2014-10-30 00:00:00+00:00,-0.07102971772359992,17868.125,0.004536056061159144
303,2014-10-31 00:00:00+00:00,0.25899286403006355,50559.583333333336,-0.0022680275210902323
306,2014-11-03 00:00:00+00:00,0.05206784957900718,10486.125,0.26757020749910154
307,2014-11-04 00:00:00+00:00,0.047568203072812294,187.125,-0.1723338075931906
308,2014-11-05 00:00:00+00:00,-0.07975557692307693,1560.0,-0.05442056398265649
309,2014-11-06 00:00:00+00:00,0.13522449025319289,4834.916666666667,0.022773411607381888
310,2014-11-07 00:00:00+00:00,-0.35061380670611436,591.5,0.05921226178888972
327,2014-11-24 00:00:00+00:00,0.0223682691752617,883456.0,0.4053726372050406
328,2014-11-25 00:00:00+00:00,0.31564185459803706,277629.7916666667,-0.3347744665706678
329,2014-11-26 00:00:00+00:00,0.0005954815457821853,91679.58333333333,0.24140133723095758
331,2014-11-28 00:00:00+00:00,0.022860994755884385,92246.25,-0.07742995087948401
334,2014-12-01 00:00:00+00:00,-0.5913230041319426,457896.0,-0.8517381737512473
335,2014-12-02 00:00:00+00:00,0.03258417920656635,82846.66666666667,0.2573428045183981
336,2014-12-03 00:00:00+00:00,0.0040866525470366075,423996.0,0.04099283286168287
337,2014-12-04 00:00:00+00:00,0.00720984842158009,33926.333333333336,-0.06376624891444749
338,2014-12-05 00:00:00+00:00,0.6720107571641398,8558.25,-0.22545971376833762
341,2014-12-08 00:00:00+00:00,-0.5364789896271999,959408.25,-0.3871532137105156
342,2014-12-09 00:00:00+00:00,0.26591090024438035,32173.208333333332,0.8950087919595155
343,2014-12-10 00:00:00+00:00,-0.19233680780274376,14627.333333333334,-0.5602360332188496
344,2014-12-11 00:00:00+00:00,0.021884437798239124,23558.416666666668,-0.14575190896472634
345,2014-12-12 00:00:00+00:00,0.7603,57.583333333333336,-0.16624749571515807
348,2014-12-15 00:00:00+00:00,-0.14107703295655077,26208.75,-0.5625104024352687
349,2014-12-16 00:00:00+00:00,0.27746095824537664,214712.75,0.08653963740589887
350,2014-12-17 00:00:00+00:00,-0.17471326259946948,11310.0,0.5215192176926102
351,2014-12-18 00:00:00+00:00,0.30774293796658964,28626.375,0.17763504453172985
352,2014-12-19 00:00:00+00:00,0.24040827009587862,7335.666666666667,-0.1093148206324166
355,2014-12-22 00:00:00+00:00,0.000304523787906301,165210.0,0.17763505593156736
356,2014-12-23 00:00:00+00:00,0.049157610438436444,21101.5,-0.15713948443271164
357,2014-12-24 00:00:00+00:00,0.47742322345619675,16470.416666666668,-0.1298103583379948
359,2014-12-26 00:00:00+00:00,0.3151039362299653,66468.0,0.4304238902601014
362,2014-12-29 00:00:00+00:00,0.01367966845441248,3076.5,0.027329135925530323
363,2014-12-30 00:00:00+00:00,0.0029542843866171044,9863.333333333334,-0.2550667409318308
364,2014-12-31 00:00:00+00:00,0.028842099486385702,17766.25,-0.5556803127441121
366,2015-01-02 00:00:00+00:00,0.015828968217622273,21836.0,-0.46913889464732605
369,2015-01-05 00:00:00+00:00,0.28948245958211216,24679.666666666668,-0.4645848520546565
370,2015-01-06 00:00:00+00:00,-0.007276069147691179,24922.5,-0.0637662554956826
371,2015-01-07 00:00:00+00:00,-0.004224849135783332,48919.541666666664,0.12525638681161055
372,2015-01-08 00:00:00+00:00,0.13876245651129265,32515.625,0.6057810630769289
373,2015-01-09 00:00:00+00:00,0.18708116733312827,9753.0,-0.15030590768086327
376,2015-01-12 00:00:00+00:00,0.10718189788931853,11842.541666666666,-0.7629205585145442
377,2015-01-13 00:00:00+00:00,0.28735508351254946,80888.54166666667,-0.2755623260925084
378,2015-01-14 00:00:00+00:00,-0.33470137754864,35721.666666666664,0.17308105804584883
379,2015-01-15 00:00:00+00:00,0.1172513029148213,10518.083333333334,-0.7242054861272784
380,2015-01-16 00:00:00+00:00,0.20394315873864244,20736.916666666668,-0.23684730554014877
384,2015-01-20 00:00:00+00:00,0.13497044196856786,27106.0,0.2004101533654854
385,2015-01-21 00:00:00+00:00,0.22382464528069093,810.5,0.136643936266168
386,2015-01-22 00:00:00+00:00,0.15825953235184953,8083.0,0.4873583107885082
387,2015-01-23 00:00:00+00:00,0.0417445545081749,45377.75,0.15486160693301088
390,2015-01-26 00:00:00+00:00,0.19981717232429477,57953.958333333336,-0.14575193481583426
391,2015-01-27 00:00:00+00:00,0.02671213392098454,4384914.0,-0.7469791164830148
392,2015-01-28 00:00:00+00:00,0.202935052923604,599909.5416666666,-0.528351117141824
393,2015-01-29 00:00:00+00:00,0.4206108840249488,43449.0,0.5875633429811487
394,2015-01-30 00:00:00+00:00,-0.44571194810686143,173433.33333333334,-0.2823941157231111
397,2015-02-02 00:00:00+00:00,0.21622910773361464,16511.791666666668,0.13208648333089812
398,2015-02-03 00:00:00+00:00,0.07233462673743435,48107.333333333336,0.03416098036478843
399,2015-02-04 00:00:00+00:00,0.24332831046312173,81620.0,0.24140129039521696
400,2015-02-05 00:00:00+00:00,0.0088286638380747,11381.791666666666,-0.01828958308351858
401,2015-02-06 00:00:00+00:00,0.30514432853763523,20414.708333333332,-0.24921283470150968
404,2015-02-09 00:00:00+00:00,0.16197574729565384,23434.5,0.26750411935281093
405,2015-02-10 00:00:00+00:00,0.02348252590111711,210946.5,0.4229769283250384
406,2015-02-11 00:00:00+00:00,0.04467870119169903,584200.9166666666,0.48242293637300193
407,2015-02-12 00:00:00+00:00,-0.29661640358722713,89632.83333333333,0.09145490809232726
408,2015-02-13 00:00:00+00:00,0.4045912938054082,1487297.3333333333,-0.04572658022390641
412,2015-02-17 00:00:00+00:00,0.06951227710225387,95286.125,0.07773727714035772
413,2015-02-18 00:00:00+00:00,0.3415745469425932,3920.125,0.24921457385278956
414,2015-02-19 00:00:00+00:00,0.016194783713515997,42501.5,-0.006858812545747384
415,2015-02-20 00:00:00+00:00,0.4746805492157529,27457.333333333332,0.20120113472270518
418,2015-02-23 00:00:00+00:00,0.5451940341218421,2132231.5,0.6813353379996627
419,2015-02-24 00:00:00+00:00,-0.10783941908713693,37756.666666666664,-0.1760510019327377
420,2015-02-25 00:00:00+00:00,0.22357988131204143,52132.5,-0.6333236566750493
421,2015-02-26 00:00:00+00:00,-0.31218908930227174,66148.0,0.3726784376591574
422,2015-02-27 00:00:00+00:00,0.014524340131973608,15003.0,-0.35209845956124397
425,2015-03-02 00:00:00+00:00,0.1988799710216413,41899.083333333336,-0.0365826580436206
426,2015-03-03 00:00:00+00:00,0.5738197165957627,62996.0,0.09145316957076943
427,2015-03-04 00:00:00+00:00,-0.025918124054462952,39384.583333333336,-0.12803929971616412
428,2015-03-05 00:00:00+00:00,0.0059633493368052735,15361.25,-0.4961405329505659
429,2015-03-06 00:00:00+00:00,0.23582903513832795,151662.5,-0.41154441803909236
432,2015-03-09 00:00:00+00:00,-0.013003547721314223,110549.83333333333,-0.18748177005835487
433,2015-03-10 00:00:00+00:00,-0.2114825592236764,561209.25,-0.43440946756332366
434,2015-03-11 00:00:00+00:00,0.12270586396152999,76015.875,-0.5738778129153772
435,2015-03-12 00:00:00+00:00,0.2805793759291215,122707.75,0.4892817394588427
436,2015-03-13 00:00:00+00:00,0.15699367017178326,92151.0,-0.1851966563000218
439,2015-03-16 00:00:00+00:00,0.25040407929487385,20951.333333333332,0.24464082630927564
440,2015-03-17 00:00:00+00:00,-0.04464930799773113,44075.0,0.26064532710234545
441,2015-03-18 00:00:00+00:00,0.08466869140539834,22933.0,0.3360957709427801
442,2015-03-19 00:00:00+00:00,0.390091581238188,36377.083333333336,-0.28579549228443923
443,2015-03-20 00:00:00+00:00,-0.3867696622259861,115128.75,-0.5372951027611741
446,2015-03-23 00:00:00+00:00,0.4713344102620963,73279.375,0.020576437872144027
447,2015-03-24 00:00:00+00:00,0.17278975788190212,5741.0,-0.12346384145896039
448,2015-03-25 00:00:00+00:00,0.4386328644580172,10806.0,-0.7224917029493554
449,2015-03-26 00:00:00+00:00,0.231904946512623,10711.25,0.33838083493866833
450,2015-03-27 00:00:00+00:00,0.08005023646295413,36369.333333333336,-0.3017999516932548
453,2015-03-30 00:00:00+00:00,0.2032293548387097,33454.166666666664,0.5304363379830015
454,2015-03-31 00:00:00+00:00,0.3469851465920481,51878.666666666664,-0.3795354534709823
455,2015-04-01 00:00:00+00:00,-0.20363461382498446,66275.54166666667,-0.13032267280300402
456,2015-04-02 00:00:00+00:00,0.04573595341572729,39269.333333333336,0.06630475253840729
460,2015-04-06 00:00:00+00:00,0.0010216511878206633,1758125.25,0.6584721811026029
461,2015-04-07 00:00:00+00:00,0.6454109047369603,41759.375,-0.3726766448036045
